0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0.74907035,-0.38448185,0.16635145,0.48562148,-0.3132316,-0.46236897,-0.43302563,-0.5739896,-0.6148033,-0.12824972,0.18296352,0.482166,0.64569616,0.10562603,-0.3869489,0.44333032,-0.7689174,2.0159678,-0.20145002,-0.8973354,-0.9915955,-0.18627444,0.16392055,-1.0289618,1.1496481,-0.11570196,0.13223013,-0.36346713,-0.1816256,1.339627,0.6988644,-0.93539214,-0.4245462,-0.9904628,-0.062103957,-0.11330557,-0.6991787,1.2260748,0.02348277,1.4487762,-0.1474831,1.056719,-0.5643107,0.31542742,-0.27212536,0.36593226,-0.861133,0.4064651,0.6759888,0.97668314,0.24913195,1.1668508,0.4032123,1.399015,0.9517732,-0.15350711,-0.8906367,0.26379138,-0.9828876,-0.010323778,-0.49556074,0.69481826,0.040536582,-1.2227428,0.07044357,-0.8636341,0.17111081,-0.119348794,-0.6227615,-0.73329496,-0.8330978,0.4660697,0.46403158,-0.41245878,-0.8565553,-0.78970206,-0.28776675,-0.41882217,0.7264379,-0.7310282,-0.2825417,-0.9359193,-0.33370328,-0.6930562,0.69144374,1.0674682,-0.21689957,-0.07198164,1.407332,-0.42039752,-0.28881285,-0.9640183,-0.45211416,0.0061469004,-0.56265426,0.41920552
0.18922469,-1.344672,0.6347008,1.3868557,0.08801179,-0.8905379,0.7092966,0.87183785,-0.26207313,-0.06896204,0.20767176,-0.19869134,0.8605851,-0.16509949,-0.8636575,0.011635274,-0.32810923,0.47081318,0.36132067,-0.52131605,0.24562976,0.14170584,0.08154786,0.23036733,0.48925772,0.6686507,-0.60609806,-0.48776096,0.14689334,0.7218067,-0.5303822,0.19943994,-0.6875501,-0.6267477,-0.8833979,-0.5303525,0.40924823,0.4396007,-0.19716534,-0.113883406,-0.5659402,0.5136024,-0.7500295,1.0540121,0.63601166,0.3221602,-0.5340326,1.03403,0.695359,0.8124675,-0.25471213,0.9956142,0.21607697,-1.3316286,-0.37982202,0.6162985,-0.2186852,0.1190379,-0.19415648,-0.51855904,-0.77683127,-0.5039296,-0.023827054,-0.8605789,-0.2555225,-0.5417903,0.29875153,1.713119,0.7305766,-0.55031884,0.5855259,0.53424186,0.26045546,-0.87257284,0.5710388,-0.16339709,-0.71547854,-0.19533372,0.07214342,-0.097832054,-0.9154848,0.24791229,-0.75681496,-0.5864683,-0.34847158,0.12220584,0.8964603,-0.7821036,-0.6846661,0.052359663,-0.580258,-0.531501,1.0264896,-0.59062123,0.49549478,0.1224639
-0.90766436,-0.035462618,-0.4485622,1.054665,0.71740985,-0.26782924,0.39272177,-0.26642835,-0.5158434,0.20048667,-0.93909246,0.21795732,-0.91005516,0.059450254,-0.3361202,0.10676208,-0.51780784,0.04603599,0.4514696,-0.060429126,0.022074252,0.012048982,-0.11956161,0.5155817,0.04372856,-0.90448874,0.65200067,0.14836113,0.50371194,1.2582958,-0.82123405,-0.017974049,-0.045960367,-0.040997103,-0.11223647,0.40999332,0.7661906,0.37899148,-0.04110849,-0.5044203,-0.033303984,-0.31241876,0.46049923,0.22059615,0.4805545,0.9621226,-0.49646503,-0.45937252,-0.40172273,-0.15160345,0.2353493,0.56008327,-1.0189064,-0.57273334,-0.25759557,-0.68120795,0.08525264,-0.38615486,0.20479831,0.3414453,-0.33359855,-0.2875458,-0.018422931,-0.35668242,-0.04676588,-0.22811323,-0.6372191,-0.14241552,-0.3669914,0.4630143,-0.5611485,-0.22451013,1.4708211,-0.45390797,0.58470833,-0.73940897,-0.7077301,-1.013387,0.16522603,-0.122779936,-0.2739619,0.16430058,-0.17107299,-0.88780546,1.2365727,0.66391987,0.2728546,-0.84405446,-0.5520563,-0.2652279,-0.29184884,0.5461545,0.9900993,0.31712583,-0.16146633,0.2371297
0.012826055,-0.565898,0.9571156,-0.68344146,-0.62695426,-0.26377833,1.3693491,0.48281905,0.4443224,0.64173394,0.9442922,-0.52126676,-0.2805422,-0.8204391,1.0324802,0.31621993,0.7231569,1.2801081,0.048508488,1.1599036,-0.17028469,-0.29283392,0.40585235,-0.56962353,1.8392389,-1.0466664,-0.4836625,0.2411856,0.07540268,-0.51021445,0.0010728315,0.34216774,1.7106422,-0.833211,-0.95564437,-0.028859884,0.08477916,0.18446895,1.7542822,-0.3435431,0.21994406,-1.0188032,-0.09407735,0.24955148,0.15566741,-0.026372693,-0.22966678,1.6001391,0.32682967,-0.45609865,-1.7744776,-0.7532548,0.5343087,-0.15814221,-0.98049664,-1.6215966,-0.37608448,-0.4487727,0.061188295,-0.65454406,-0.45250633,-1.1863644,-0.29292214,0.13540596,-0.83012235,0.4273858,-0.30798018,-0.5961218,-0.3973826,1.3677765,0.37430212,-0.99847734,-0.07089208,-0.15166056,-0.90802836,-0.7310064,-0.06165734,0.90955853,0.7126165,-0.42552966,0.844967,0.21735364,-0.07865971,0.25955456,1.2541796,0.591623,-0.9787996,0.8484047,-0.6941781,1.2763993,0.3848685,0.14857891,-1.1382402,-0.24574623,-1.0297039,0.2734134
0.60884213,-1.0631436,-0.022508807,1.7024016,0.08165315,0.013841711,1.1792096,1.2030985,0.05550757,-0.59814584,0.34202608,0.14821933,0.63956505,0.23084843,-0.7668253,-0.08185862,0.37404877,0.9508153,0.7389011,-1.3043894,-0.08443764,0.36017853,-0.072411,-0.7262236,1.2771937,-0.07169135,-1.043217,0.70719147,0.4464037,0.938648,-0.30579814,-0.7840141,-1.093773,-0.71820146,-0.68685997,-0.009421736,0.80856705,-0.27645308,-0.04323086,0.05940105,-0.5075023,-1.0643532,-0.68176174,0.5723066,-0.3796025,0.9370141,0.034733653,0.22468172,0.23865916,-0.43173707,0.33695275,1.2133186,-0.027161255,-0.63877994,-0.18963948,0.7498946,0.0018524751,0.5837566,0.5630844,0.35026067,0.41670415,-0.47289282,-0.29431605,-1.3950797,-1.1334634,-0.67350245,0.28381735,1.3736739,0.6238127,-1.0207882,0.12557799,-1.1211224,0.17903078,0.12552366,-0.008910328,-0.51664567,0.10424864,0.15773362,-0.6476404,-0.65767604,-1.352711,0.8004161,-0.1722784,-0.82420874,-0.18065935,-0.4918606,-0.26329005,-0.79386437,-0.28276598,1.3069667,-0.23903154,0.14440069,-0.2297759,0.15958469,-0.54643327,1.2400231
-0.46315655,-1.1776838,-0.52610224,0.6598837,0.42926997,-0.38690186,0.35499007,0.22086358,0.009597421,-0.5942345,0.056357652,-0.63057166,-0.9493152,-0.098213166,-0.73442125,0.53759044,-0.80155176,-0.045878395,1.0202659,-0.67657065,-0.65359044,0.47823462,0.44350955,0.13575038,-0.47681832,-0.5887987,0.5027318,0.51257956,-0.010982007,1.1426462,0.26112658,-0.67003447,-0.1020467,0.20746227,-0.18992758,-0.29597172,0.466229,1.4838977,-0.07843697,-0.19342972,0.37779164,0.13656849,-0.06659731,0.66287816,0.05745858,0.10097793,-0.9592819,-0.7349274,-0.016363114,-0.39022285,-0.44912422,0.560645,-0.9626492,-0.3715441,-0.9463992,-1.048676,-0.13566616,0.8007127,0.021910965,0.3787162,-0.010490954,-0.31946123,1.4625413,-0.41477948,-0.10540268,-0.64945483,0.13844721,0.77545905,-0.0112122595,0.21010052,-0.08523674,-0.08020651,0.61698455,-1.2612164,0.5356021,-0.62169564,-0.65402174,-0.08520885,0.017722256,0.10994649,0.50693125,0.5371951,-0.36557117,-0.8240821,0.52745306,0.6518675,-0.04575488,-0.9320364,-0.76266944,0.17520371,0.14374891,-0.09488231,1.33991,-0.2078684,0.01601082,0.6090375
-0.737554,-0.2701332,0.37916934,-0.59305096,0.28423843,3.3773181,-0.1986313,-0.04012715,-0.38909867,-1.134742,0.6233439,0.52146435,-0.637913,-0.0146160945,0.4543389,0.034157276,0.66503805,0.33377057,-0.17813702,-0.23169665,-0.7173251,-0.63913757,-0.26462305,-0.017981693,0.20401755,-0.58622706,1.0590096,-0.5511973,-0.08268672,0.10589516,-0.05984746,-0.83030117,0.44335312,-1.0434663,0.97259367,0.030283153,-0.6728176,1.2426785,-0.5181701,0.42218956,-0.16712762,-0.66675854,-0.3436314,-1.197304,-0.41853052,-0.6086553,0.63864315,-0.44805038,0.3097123,0.36690205,-1.1772766,1.1039534,1.9287305,1.4800104,0.034078524,-1.0076536,-0.49548274,-0.53558373,-0.37138188,-0.53592426,0.14999175,0.70176464,0.25152016,-1.1632206,-0.699556,0.06965914,0.1231755,1.5976942,-0.11642569,-0.60602534,0.7193607,-0.72256243,1.6933103,-0.5056832,1.1390541,0.089296885,-0.5209886,0.08726075,0.33414572,-0.18139304,0.9894005,-0.7040411,0.2436478,0.46705267,-0.7239969,-0.5201308,-0.956988,1.1563994,0.1435503,0.09212783,0.60014856,-0.1281892,-1.3774731,-0.3023411,-0.23529948,0.8139405
0.113415815,-1.2434503,0.69193506,1.0661299,-0.13106744,-0.76510453,0.3434928,1.1968577,0.14104646,-1.0997847,-0.2086429,-0.036204323,0.45160508,-0.43139255,-1.28249,-0.04946193,0.21985705,1.4274471,0.4146965,-0.9891456,0.2965141,0.16230297,-0.1591084,-0.1131672,0.9335127,0.7082418,0.46414948,-0.278922,0.28886575,1.1859574,-0.52537394,0.20533839,-0.43813,-0.65167046,-0.86428076,-0.37168896,0.3050177,0.64684176,-0.4225332,-0.04122231,0.56516486,0.15822831,-0.7053005,0.73887515,0.4714523,0.44752336,0.02909702,0.6972194,-0.086710855,-0.10011312,-0.10168189,0.8147993,0.856062,-0.7597054,-0.21651274,0.30740944,-0.50363815,0.55957735,-0.00887876,-0.6369932,-0.9562504,0.3343777,-0.0231551,-1.1942306,-0.28020802,-0.04681018,0.07062738,2.022689,0.36373335,-0.35585922,0.8406589,0.106799394,-0.45120192,-0.09167698,0.09698334,-0.055542037,-0.429734,0.35564047,-0.05492051,-0.2434055,-0.8121624,0.26530024,-0.73758316,-0.44219446,-0.4297666,-0.1324033,0.4493039,-0.47999188,-1.3846502,0.9425765,-0.4808346,0.05142209,-0.33159104,-0.10495882,0.42422596,0.22578242
-0.2591951,-0.9867525,-0.60962576,0.68112165,1.2007186,0.24747384,-0.28938782,0.5785091,-0.5250466,-0.6524193,-0.68237525,0.31941307,-1.5001044,0.17104319,-0.9951891,0.44889656,-0.6767036,-0.19021864,0.7049716,-0.1546955,-0.6388706,0.034600716,-0.62539583,0.54481596,0.38099086,-0.32423216,1.3157762,-0.7866194,0.88647234,1.2772595,-0.3972388,0.029261261,-0.83689135,0.6343858,-0.5413881,-0.7424157,1.3014596,0.98659366,0.4452508,-0.6910061,0.65468794,-0.91486967,0.39416257,-0.095400706,-0.142576,0.7731261,-0.5788386,-0.32310864,-0.56582135,-0.111585766,-0.10514975,-0.17107075,-0.50501907,-0.44060504,-0.03835889,-0.22120424,0.028880894,-0.47661638,0.23435125,-0.26849133,-0.26005644,0.17246753,0.1306982,0.23580977,-0.26366416,-0.046947896,0.9356616,-0.54598224,-0.6471573,0.22515623,-0.33600914,-0.36941662,0.06548303,0.56011665,0.7454661,-0.35593063,0.1720292,-0.47333032,0.28811055,0.082242906,-0.69519037,0.41125453,-1.0416927,-0.12218547,-0.06657188,1.0341184,0.79240674,-0.071375474,-0.73006916,1.1523776,-0.53830945,1.1364144,0.87402755,0.09326205,-0.22869012,0.75048286
-0.42889297,-0.63546973,0.21875784,-1.3491448,1.2325468,2.2534053,-0.89512515,0.057344534,0.7520715,0.28153706,-1.7789757,-0.54203165,-0.8173412,-1.1484104,-0.9266401,-0.44720814,-0.2254547,-0.3092249,0.8232049,0.17626102,-0.36067805,-0.91981804,1.2395933,-0.05513856,0.8907511,-0.07586539,-1.0721767,0.715659,0.6882818,-0.0467757,2.0003767,2.2451894,-0.08401701,1.1645923,0.36622515,-0.93758166,-0.43302962,0.42076308,-1.1816672,-0.36746553,1.1736577,0.097751215,2.234221,0.69505805,-0.19408265,0.62708765,0.6536166,1.9848955,-0.48129237,-0.1600424,0.14620507,-1.0517879,0.6961087,1.2363095,1.7203671,-1.432724,0.16396958,-0.6719389,0.26783592,-0.2951227,1.5747881,-0.111715615,0.42883712,-0.8764298,-0.5438982,-0.77455604,0.1583542,-1.5555823,-0.32374966,-1.0010996,-0.38854676,-1.1692585,-0.25924706,0.2832675,0.59921026,-0.52044946,0.14598574,-0.037961006,0.37922537,-0.68827665,1.5458635,-0.4277007,0.07295064,-0.89579225,-0.64349663,-0.67881763,0.08119173,1.4784436,-0.28325677,0.013740182,-0.80120885,1.7914269,1.0724378,-0.63664174,0.5159084,-0.23081635
