0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0.18132198,0.67243093,-0.22872594,-0.09764658,0.37435275,-0.75642914,0.14076369,0.11968895,0.014741108,-0.8560065,0.18099993,-0.452317,-0.6601249,-0.3729008,0.20649594,1.391475,-0.9549637,-0.28193277,0.039365232,0.1465946,-0.96546173,-0.9205475,-0.1251632,1.0168431,-0.6447711,0.38792697,-0.67086047,0.80255103,0.38307232,-0.029408157,-0.7717911,1.8462093,0.54860675,-0.55431944,0.13559987,-0.19082017,-0.36071447,-0.5651339,0.20501152,-0.7448065,2.5339267,0.11379999,1.243521,-0.1632705,1.3544713,0.22373721,1.6395388,0.22401798,0.71385074,-0.6646136,-0.74628055,1.0088234,-1.43063,-0.085314855,-0.28094792,-0.8600139,-0.32277858,-1.202841,-0.037331536,-0.204844,1.3734257,0.5080968,0.43635374,1.0744479,0.3513818,0.7218553,-0.47974464,-1.0067693,1.7196627,0.27104038,-0.35951057,0.50757957,-0.0040519238,0.5502959,-0.8573631,-0.6714924,-0.32435623,-0.8650113,0.43356043,-0.4912626,-0.49051392,-0.15226282,-0.8125957,1.2525873,0.233746,-0.083241016,-0.63433814,0.20500286,-1.0510435,-0.70633006,-0.09244925,-0.49905375,-0.5857652,-0.1307553,-0.5877888,0.90646297
1.2451959,0.4312302,0.43858537,0.89168847,-0.4638645,0.051941752,-0.24916409,-0.44441342,-0.50714576,-0.057272643,-0.15749785,0.83807826,1.442287,1.7220445,-0.28870562,0.27528158,-0.94725364,1.3757771,0.8330424,-0.19853736,0.05209598,-0.93778795,-0.3619144,-0.8443636,1.151412,-0.5724684,0.47643328,-0.9104417,1.5367323,1.147194,0.22499697,0.994409,-0.38609296,-0.75725687,0.25225317,-0.15014267,0.43753302,0.7065387,-0.51646423,0.16987379,-0.5143841,1.4226214,-0.1754709,-0.75775266,-0.31428206,0.74417937,-0.3489873,0.10208237,-0.55476,0.31836653,-0.85352653,-0.5180588,-0.2339547,1.2480711,0.5930855,0.45720193,-1.0794264,0.42832816,-0.56590086,0.068053305,-0.21138318,-0.21356376,-0.06637615,-0.54510087,-0.27625206,0.07574305,-0.016955271,-0.9719908,0.2715094,-0.14927438,-0.22495082,-0.28089964,-0.32762766,-0.63664585,-0.5476901,-0.62405443,0.38615996,0.17704386,-0.22133434,-0.43649584,-1.0557692,-0.13027415,0.08904019,-0.8069315,-0.19114941,0.4143603,0.802082,-1.247643,0.1254714,0.9216581,-0.41725826,-0.7830837,-0.6603657,-0.7262539,-0.54074574,0.4165002
0.29867232,-1.5215068,1.998918,1.3975346,0.023877248,-0.47444934,0.4560502,1.1859518,-0.3103318,-1.404018,0.29199198,-0.6595049,1.0831406,-0.26687977,0.07243055,0.08100538,0.25484324,0.8703331,0.70248216,-1.0985419,-0.028308988,0.19279253,-0.5302714,-0.45247242,0.64865035,-0.097513795,-1.5454539,-0.11453598,1.9759656,0.9545771,-0.34828636,-0.5788181,-0.9881278,-0.4754052,-1.2130883,0.6350415,0.027234495,-0.25209016,-0.5401244,0.43919384,-0.015234679,-0.741224,-0.71847516,0.8159747,-0.003454119,0.7871355,-0.14865106,0.63991374,0.55619913,0.27655935,-0.061384484,1.358878,0.60726666,-0.6753975,-0.084222674,1.7978415,-0.29425457,0.5857427,0.4015645,0.058206,-0.518162,-0.88640547,0.3540333,-1.2809337,-0.7895959,-0.6917358,1.0296458,0.7609875,0.724442,-0.55933356,0.14000243,-0.5193925,0.43658823,-0.111319035,1.6357285,-0.4654689,-0.35297996,-0.3453956,-0.6034208,-0.4732553,-1.2709814,0.32997185,0.34872195,-0.9445348,-0.39975086,-0.23688714,0.09496723,-1.1476682,-0.7448961,0.9224416,0.06965551,-0.41592354,0.10976407,0.15236837,-0.4705085,0.771597
0.22654548,-1.3582549,0.28364405,1.4627918,0.38681048,-0.2583867,0.45321965,0.19356376,-0.40265214,-0.42708975,-1.3465115,-0.1592524,0.005963534,-1.0425012,-0.6799683,0.15327346,-0.680897,-0.20545727,0.7108991,0.7488302,-1.0013266,-0.15997517,0.14333534,0.045639977,0.9983854,0.02271998,-1.1044084,-0.07813066,1.3790673,0.49007648,-0.31041646,-0.55508953,-0.85908765,-0.29120964,-0.3841801,0.28603768,0.15555114,0.4810519,-0.19165474,-0.77797633,0.2536713,1.2396766,0.21653959,1.0530747,0.27055198,0.5432287,-0.5141256,0.48872882,0.12949352,-0.41020685,-0.15649012,0.9570055,0.121061385,-0.35631394,-0.7269907,0.2598525,-0.009598672,0.06496447,0.16191706,-0.084182754,-0.39408347,-0.41542587,0.06949888,-0.23816206,-0.6277784,-0.47756863,0.5299046,1.0578284,-0.4764276,-0.44393063,1.2987592,-0.87157875,0.046211287,-0.99786854,1.9183128,-0.37282276,-0.6018857,-1.0000732,0.036933124,-0.67306966,-0.496567,-0.11599457,0.22285718,-0.5155413,0.28178272,1.3150077,0.24627459,-1.3192346,-0.7422893,0.9260402,0.059855014,-0.06349343,1.8923488,-0.13422732,0.4343054,-0.5483694
-0.12253654,-0.074288845,-0.954674,-0.49371138,1.1605307,-0.055263326,1.2734904,0.673172,0.32027954,0.044027284,-1.29637,-1.0488694,0.013678256,-0.032766253,0.58750224,1.4754369,-0.6807134,-0.717194,0.43086207,2.1569304,1.1502278,0.27886462,0.7107695,-0.21196093,0.40689898,-0.4867915,0.73542726,0.036826506,0.34676805,1.1040039,-0.34487227,0.0047352314,-0.110805914,-0.12368581,-0.44027007,0.69209623,-0.8000665,0.33777326,-0.29590216,0.16232614,-0.28009337,-0.12448097,0.33932883,0.69153845,-0.20566826,-0.13585562,-0.017731212,0.16519926,-0.53675205,-0.108395636,0.11089955,-0.5345633,0.15575975,-0.72082573,0.4007792,-0.33364907,0.4142701,0.28374803,-0.6241425,-0.25439227,-0.6586548,-0.67400515,-0.8328556,0.29199943,0.66063166,0.66400176,-0.58673763,-0.91603297,-0.2026976,-0.16823329,-0.9538723,0.1623829,-0.08163069,-0.038909256,0.28470537,-0.32836053,-0.3844456,-0.8822632,0.58695066,-0.5043772,0.54799604,-0.012247771,-1.0721327,-0.41419792,0.0396156,0.39561427,0.13895142,-0.22189748,-0.26940608,0.16080913,-0.6494652,-0.3097046,0.769476,0.28464308,0.31210485,0.44105017
-0.87007624,-0.0006028712,0.6402192,-0.1255253,-0.11625177,-0.6060806,0.6426408,-0.5933342,-0.7514468,-0.52370435,0.14132515,0.88524383,1.4485228,-1.788314,-0.38458872,-1.3597138,-0.9500809,0.16966493,-0.3128572,0.0593642,2.4603176,0.79240036,0.09022334,-1.357451,0.3627398,1.4185677,-0.13660143,-0.8595099,-0.113697484,-0.6562083,-0.32528675,-0.68575084,0.14631718,0.7995561,0.25541383,-1.5023963,-0.91139555,-0.3969515,-0.1066317,1.5075507,-0.7821213,-0.7848996,-0.93136775,0.6625485,1.2012895,-0.17912027,0.09255126,1.062712,-0.8350625,-0.6513416,-0.823023,-0.86017334,0.014673099,1.7564594,-0.6064421,-0.53936315,-0.9866921,-0.10560344,0.36714906,1.0576297,1.55485,0.7530395,-0.280197,-1.2151783,2.4191144,-0.45799989,0.87857395,-0.7208654,2.517971,-1.2600315,0.04985863,-0.2836856,-0.39170757,-0.7698442,-0.35137868,1.916874,0.72849214,0.5735701,-0.14477317,0.75167286,-0.3290692,-1.0943272,0.009698451,0.42075622,0.25604928,0.21196243,0.35424525,-0.39207557,-0.3506657,-0.4213957,-0.20087773,0.32975152,0.031071812,-0.17278576,0.7047655,0.42062956
0.5527831,0.85623866,-0.42901897,-0.38735324,0.9767229,-0.47099832,-0.34252322,-0.17329329,0.9155,0.028536305,-0.49316797,-0.4196528,-0.46206424,-0.60474676,0.7287537,-0.7514052,-0.38769448,-0.473974,-0.5576539,0.2401826,-0.82588047,-1.0311592,-0.41103548,-0.11535579,-0.5520632,-0.5006623,-0.92980874,0.84927976,-0.81123734,-0.6470419,0.46358645,0.64899176,0.2986108,0.39115068,0.0895874,-0.18054062,-0.4369225,-0.57885176,0.55825055,-0.62989736,1.3627096,0.32732275,-0.5636594,0.04617724,0.107301384,-0.18415213,1.4636593,-0.67874026,0.7017054,-1.057572,-0.1233826,-0.033732116,-0.4526476,-0.2113572,-1.3311498,0.88184035,0.22815405,-0.25699514,-0.0124087185,-0.0035495237,-1.0446633,0.010862619,-0.08519,0.7903167,1.6651443,1.9519148,0.6692629,0.109354496,0.8359516,2.3024058,-0.47192594,1.5198864,-0.87000835,0.9760829,0.5675851,1.2476687,-1.1461037,-0.7472507,-0.37469965,-1.5422889,-0.11851549,-0.69541425,-0.19824499,0.16522667,-0.047994584,-0.23896787,-1.1611601,0.28937662,0.52117175,-0.5135471,0.24574065,-0.32813314,0.42802167,0.64551663,0.30167425,-0.07092899
-0.9316459,0.61230814,-0.37017763,0.18870458,1.0999503,-0.6726885,1.8497055,0.18673822,-0.032946825,0.39511058,-1.5016117,-0.23782706,0.9868678,1.4207332,0.2644543,-0.32181758,-1.0916288,1.694548,-0.47517154,-0.7483089,1.5651946,-0.04579872,-0.74131644,-0.15528026,-0.7749033,-1.6510732,-0.1627362,1.0532805,-0.23947674,0.22367921,0.118570864,-0.84624946,1.037364,0.58890784,0.7907202,0.1915794,0.7880572,-0.93717086,-0.27527264,1.0093677,-0.9546288,-0.4430086,0.29444242,-0.36811763,-0.8487951,1.7057804,1.056134,1.0497665,-0.46438545,-0.461989,0.51905674,-0.77833444,1.3735921,-0.24366777,-1.172759,-1.0096557,1.6455486,0.62742895,-0.3808489,-0.57205385,0.5795231,0.08189012,0.35759306,-1.7701726,-0.48824123,1.1736579,0.50159425,-0.15163322,-1.0255433,-0.61193824,-1.1544406,0.056107044,0.068739146,-0.88829404,-0.8585539,-0.53932774,-0.21711922,-0.40894824,-0.5825613,-0.064071625,0.16027147,-0.54327565,0.60451186,-0.20358801,0.06440613,0.0380717,-0.571642,0.048489332,0.030422688,0.039052278,-0.12442784,-0.41941828,2.0630722,-0.265638,0.36940804,0.4635588
-0.97769505,-0.5073035,1.305984,-0.1920991,0.20459455,-0.20705101,0.94269943,-0.30216184,0.45869994,1.9777758,-0.7700589,0.2916811,0.20361428,-1.3027244,-0.07048659,0.56495416,0.1881758,-0.031950712,1.5765975,0.1469168,1.1282531,-0.5007963,-0.07861863,0.8922183,-0.47711328,0.44403553,0.7740111,-0.25690943,-0.79848874,0.7698755,-0.9768062,-1.178458,0.53753245,0.31749398,-1.109998,-1.442461,-0.42485797,-1.2657479,2.0441008,0.056669116,0.099377595,0.96411854,-0.17581354,-0.24985823,0.14359057,-0.41351554,0.2303836,0.11393039,-0.28677467,0.073721826,-0.26987642,0.6602286,-0.4264184,-0.26756155,-0.56051445,0.023300588,-0.65482354,0.7340177,0.19854534,-0.8403139,-0.31025258,1.1217098,0.29430598,-0.705547,0.27870008,-0.5486733,0.3835703,-0.0030280352,-0.23683858,1.1059899,0.103142396,-1.444329,-0.6226423,1.0662904,-0.30537194,0.17064182,-0.005691394,-0.46238506,-0.14238647,1.0087461,0.985356,0.2578336,0.99973583,0.89181113,-1.2289649,0.038304314,-0.47233874,-0.62122613,0.07424317,-0.11269158,-0.049632937,0.5006326,-0.6025342,-0.5626312,-0.014713973,-0.566824
-0.8055851,-1.1945939,-0.13072172,-0.17170852,-0.4071539,0.3819227,-0.14536381,1.144272,0.1606707,-0.8750067,0.9268,0.083642006,-0.8561275,0.30381012,0.44694912,0.21849127,0.7559442,-0.05497986,0.042086728,-0.20525107,-0.18317774,1.1207445,-0.60841656,-0.17866513,0.9658725,-0.3038063,0.8078749,1.6298494,0.2923605,-0.4383303,-0.5413096,0.017428264,-0.9180267,0.3682011,0.02840754,-1.3905089,-0.02343361,0.34825212,0.30687732,-1.3690543,-0.22522394,0.897877,-0.087304264,-0.5243692,0.4668465,-0.88705075,-0.14531891,-0.899675,1.216139,-0.04427436,-0.581936,-0.9442117,-0.32039893,-1.5412084,0.48827597,-0.32577133,-0.48819354,0.60718894,-0.045021236,0.22543555,-0.66611904,1.4002461,0.84764755,-0.112093955,1.0245607,-0.16605519,0.8751131,-1.6530393,-0.68497837,0.62609124,-0.67562276,0.37441552,0.14773375,1.1192602,0.32735735,-1.1099685,-0.10488954,0.17787325,-0.5782094,-0.4224568,-0.02602163,0.3512785,0.40113807,0.66024876,0.6149607,0.50825465,-0.44841725,-0.31699932,0.08789572,1.0529287,-0.4061585,0.06777252,0.48735943,-0.038671046,-0.1154952,0.10327706
-0.7518062,-0.062488467,-0.79366094,-0.39112556,0.7918661,2.5040534,0.03664413,0.800448,0.42463514,-0.4979015,0.29452774,-1.0782272,-0.4328179,-0.69349766,0.22869284,-0.2008318,0.7147124,-0.061986938,0.16033378,-0.38025936,0.42811432,-0.27233785,-0.19720891,0.86977094,-0.35508907,0.8803892,0.58771074,-0.28157187,1.3735188,0.7536211,1.2905188,0.46406776,-0.6908009,0.4879729,1.8735137,0.22781461,-0.35027224,-0.31382743,-0.0060065165,-1.7669868,-1.2191534,-0.037969694,-0.85794306,-0.544963,-1.43506,-0.46261582,-0.53117365,-0.65271604,1.3970832,-0.17063174,0.357884,-0.9151736,0.09437967,0.94688267,2.0249712,-0.9040778,-0.98389024,0.1819303,0.8280423,-0.43300176,1.9273067,0.12794662,0.4474547,-0.20667213,0.30671626,0.7385685,-1.1114763,0.6049957,-0.9651859,0.028485373,0.64991295,-0.36601728,0.33187485,-0.5125375,-0.17124331,-0.6950836,-0.24933484,-0.54463387,-0.27259624,-0.5249504,0.4280651,-0.688105,-0.4434721,0.5478751,-0.29418418,0.7545736,-0.2376987,1.6837182,0.0758037,-0.001808364,0.3258196,-0.072039716,-1.1050063,0.02659624,-0.88258725,-0.32602298
